X,Y,NUMER,GMINA,WOJEWODZTWO
23.0660381925391,51.0506989515346,0606072,Łopiennik Górny,lubelskie
22.9531544464367,50.8639855311989,0606092,Rudnik,lubelskie
23.3444556533572,51.0092573485017,0606102,Siennica Różana,lubelskie
22.8461791147295,50.901414271734,0606112,Żółkiewka,lubelskie
22.2077605918818,50.9428044942019,0607011,Kraśnik,lubelskie
21.8875523709685,50.8933883519259,0607023,Annopol,lubelskie
22.0717631956164,50.9524447800916,0607032,Dzierzkowice,lubelskie
22.0007156792673,50.862269278085,0607042,Gościeradów,lubelskie
22.2514599892559,50.9092817279461,0607052,Kraśnik,lubelskie
22.3443396851139,50.8427470194665,0607062,Szastarka,lubelskie
22.1519157167724,50.8537308988,0607072,Trzydnik Duży,lubelskie
22.1363698906674,51.0111506211649,0607082,Urzędów,lubelskie
22.3167734806061,50.9989855614657,0607092,Wilkołaz,lubelskie
22.4022125660769,50.9348710207594,0607102,Zakrzówek,lubelskie
22.6090147111804,51.4604822447392,0608011,Lubartów,lubelskie
22.2852841718136,51.467366322651,0608022,Abramów,lubelskie
22.4861783280449,51.5653271536373,0608032,Firlej,lubelskie
22.267169403945,51.6198605930619,0608042,Jeziorzany,lubelskie
22.4481188973332,51.4525122423629,0608052,Kamionka,lubelskie
22.4230262977344,51.6529859041233,0608063,Kock,lubelskie
22.5868709766419,51.4400407335202,0608072,Lubartów,lubelskie
22.3385831425201,51.542933170874,0608082,Michów,lubelskie
22.707091460893,51.5259084266748,0608092,Niedźwiada,lubelskie
22.8345476414227,51.4624064879232,0608103,Ostrów Lubelski,lubelskie
22.5954856853027,51.595536459188,0608112,Ostrówek,lubelskie
22.7241918122952,51.4356687224795,0608122,Serniki,lubelskie
22.9397253149615,51.4765714294796,0608132,Uścimów,lubelskie
22.256210485207,51.1662037265889,0609013,Bełżyce,lubelskie
22.2734198880242,51.0705207791197,0609022,Borzechów,lubelskie
22.5412667404484,50.9973801379882,0609033,Bychawa,lubelskie
22.3466410348808,51.3692555776977,0609042,Garbów,lubelskie
22.6150761399452,51.1652922154818,0609052,Głusk,lubelskie
22.6372381947421,51.0854016535796,0609062,Jabłonna,lubelskie
22.4034069776912,51.2977399480689,0609072,Jastków,lubelskie
22.4179470902199,51.2172844196152,0609082,Konopnica,lubelskie
22.7223288365202,51.0055921013041,0609092,Krzczonów,lubelskie
22.3885460427004,51.1179016434407,0609102,Niedrzwica Duża,lubelskie
22.5550268406569,51.3451797859582,0609112,Niemce,lubelskie
22.4599102936273,51.0653211815879,0609122,Strzyżewice,lubelskie
22.2431538372084,51.2361573162257,0609132,Wojciechów,lubelskie
22.6922894573822,51.2837220353307,0609142,Wólka,lubelskie
22.6886070631067,50.9135637172052,0609152,Wysokie,lubelskie
22.5645171047066,50.8966426670645,0609162,Zakrzew,lubelskie
23.1396991202588,51.3063586439959,0610012,Cyców,lubelskie
22.954053187528,51.3748337311018,0610022,Ludwin,lubelskie
22.8653431358481,51.3046414919303,0610033,Łęczna,lubelskie
22.9461840025266,51.2238909584996,0610042,Milejów,lubelskie
23.0087804696817,51.2974651653548,0610052,Puchaczów,lubelskie
22.7550343466864,51.355224668421,0610062,Spiczyn,lubelskie
22.3807274977751,51.9290870524545,0611011,Łuków,lubelskie
21.9579952679778,51.9586138295963,0611021,Stoczek Łukowski,lubelskie
22.211240798945,51.7160421820781,0611032,Adamów,lubelskie
22.1251580388214,51.7919503862314,0611042,Krzywda,lubelskie
22.3442386614337,51.9417239286771,0611052,Łuków,lubelskie
22.3164398137912,51.6898845544208,0611062,Serokomla,lubelskie
22.1925577719616,51.8824552941621,0611072,Stanin,lubelskie
22.0152654215335,51.9531126059002,0611082,Stoczek Łukowski,lubelskie
22.5241517795884,51.9959962196389,0611092,Trzebieszów,lubelskie
22.3371417701113,51.779773511639,0611102,Wojcieszków,lubelskie
21.9795506969467,51.8552730595058,0611112,Wola Mysłowska,lubelskie
22.150855275756,51.0947923225958,0612012,Chodel,lubelskie
21.9083859915141,51.0200514192854,0612022,Józefów nad Wisłą,lubelskie
22.0026362901646,51.2418087389618,0612032,Karczmiska,lubelskie
21.848009663758,51.1533420066414,0612042,Łaziska,lubelskie
21.9845733926489,51.1163160329501,0612053,Opole Lubelskie,lubelskie
22.0984782571432,51.2096023453096,0612063,Poniatowa,lubelskie
21.8866048768725,51.2501910408335,0612072,Wilków,lubelskie
23.0384746428842,51.5935791871214,0613012,Dębowa Kłoda,lubelskie
23.0670799369425,51.7066897483335,0613022,Jabłoń,lubelskie
22.915537377188,51.7225613316218,0613032,Milanów,lubelskie
22.8951072010958,51.6141365003829,0613043,Parczew,lubelskie
23.2250502596505,51.6637093920265,0613052,Podedwórze,lubelskie
22.7658055672314,51.6230279744826,0613062,Siemień,lubelskie
23.0928340737704,51.4981378002394,0613072,Sosnowica,lubelskie
21.9762897493117,51.4255092045895,0614011,Puławy,lubelskie
22.1699402248684,51.5409901435135,0614022,Baranów,lubelskie
21.8889327173926,51.3376686221018,0614032,Janowiec,lubelskie
21.9927539148016,51.3211340984195,0614043,Kazimierz Dolny,lubelskie
22.0747133881985,51.4052045651164,0614052,Końskowola,lubelskie
22.1755224934627,51.4030506397612,0614062,Kurów,lubelskie
22.2571005543127,51.3843577133559,0614072,Markuszów,lubelskie
22.2292607590169,51.3034996895663,0614083,Nałęczów,lubelskie
21.8952969659711,51.4534523752936,0614092,Puławy,lubelskie
22.1243231843289,51.3035703832095,0614102,Wąwolnica,lubelskie
22.0578816569049,51.5087909795717,0614112,Żyrzyn,lubelskie
22.627776861902,51.7770977068082,0615011,Radzyń Podlaski,lubelskie
22.4966004444457,51.7293946986977,0615022,Borki,lubelskie
22.6444441161619,51.6703553338782,0615032,Czemierniki,lubelskie
22.6665310084617,51.9034852119316,0615042,Kąkolewnica,lubelskie
22.9598329472219,51.8308748898143,0615052,Komarówka Podlaska,lubelskie
22.6209932278289,51.7943496697543,0615062,Radzyń Podlaski,lubelskie
22.4718456818046,51.8343613314792,0615072,Ulan-Majorat,lubelskie
22.792451823208,51.7647281483921,0615082,Wohyń,lubelskie
21.8735598386033,51.5717633433531,0616011,Dęblin,lubelskie
21.9699248854289,51.7358245839774,0616022,Kłoczew,lubelskie
22.1038674970008,51.6628373266281,0616032,Nowodwór,lubelskie
21.9493283006802,51.6302032186555,0616043,Ryki,lubelskie
21.7455937474017,51.6084416444413,0616052,Stężyca,lubelskie
22.1183137376906,51.6020138246003,0616062,Ułęż,lubelskie
22.6854117906767,51.219139878663,0617011,Świdnik,lubelskie
22.7874370630465,51.2270018473514,0617022,Mełgiew,lubelskie
22.8050485195933,51.1344854595605,0617033,Piaski,lubelskie
22.8525009522846,51.023227064553,0617042,Rybczewice,lubelskie
22.9893053457922,51.1450040170763,0617052,Trawniki,lubelskie
23.4274455410653,50.4496119244397,0618011,Tomaszów Lubelski,lubelskie
23.4284897635835,50.376216242045,0618022,Bełżec,lubelskie
23.6049682416722,50.4407097115447,0618032,Jarczów,lubelskie
23.4059517461653,50.5771195531646,0618042,Krynice,lubelskie
23.5688090896369,50.3410199312562,0618052,Lubycza Królewska,lubelskie
23.7186606807724,50.5289426448981,0618063,Łaszczów,lubelskie
23.5569255856913,50.5441751580475,0618072,Rachanie,lubelskie
23.2045102526191,50.4285961083688,0618082,Susiec,lubelskie
23.3966251675543,50.5249144340123,0618092,Tarnawatka,lubelskie
23.8712376067288,50.5304102186198,0618102,Telatyn,lubelskie
23.4314992972406,50.4548189243088,0618112,Tomaszów Lubelski,lubelskie
23.6681346212171,50.6259798046918,0618123,Tyszowce,lubelskie
23.8112044985849,50.4396420158578,0618132,Ulhówek,lubelskie
23.529134090839,51.5397223520625,0619011,Włodawa,lubelskie
23.4648022808431,51.6977227525338,0619022,Hanna,lubelskie
23.4157985411591,51.4126288195202,0619032,Hańsk,lubelskie
23.2725424379023,51.4944298574942,0619042,Stary Brus,lubelskie
23.1867244946615,51.4068433082608,0619052,Urszulin,lubelskie
23.5260549441251,51.5290938923621,0619062,Włodawa,lubelskie
23.5991478408318,51.3527278641852,0619072,Wola Uhruska,lubelskie
23.3468708925843,51.5654621449418,0619082,Wyryki,lubelskie
23.1855365594384,50.599477536109,0620012,Adamów,lubelskie
23.5460385049844,50.8316229378726,0620022,Grabowiec,lubelskie
23.5059530714633,50.6375463767904,0620032,Komarów-Osada,lubelskie
23.2054193345909,50.5354888065899,0620043,Krasnobród,lubelskie
23.3584625976356,50.6554790218451,0620052,Łabunie,lubelskie
23.553373070478,50.7406357997733,0620062,Miączyn,lubelskie
23.056395669294,50.8058671476188,0620072,Nielisz,lubelskie
22.8370612979303,50.7078323311596,0620082,Radecznica,lubelskie
23.3956476365083,50.7432231565532,0620092,Sitno,lubelskie
23.363793054215,50.8491987926326,0620102,Skierbieszów,lubelskie
23.2159783902015,50.8214110411504,0620112,Stary Zamość,lubelskie
22.9553031884711,50.7586321996423,0620122,Sułów,lubelskie
23.0135914460918,50.6962092539548,0620133,Szczebrzeszyn,lubelskie
23.2066055157801,50.7058198000094,0620142,Zamość,lubelskie
22.9988438896556,50.6121218725183,0620153,Zwierzyniec,lubelskie
23.1420189820654,52.0300064500624,0661011,Biała Podlaska,lubelskie
23.4835398554018,51.1358685866664,0662011,Chełm,lubelskie
22.5566247642223,51.2257541421097,0663011,Lublin,lubelskie
23.2586282702286,50.7208091753508,0664011,Zamość,lubelskie
14.6381289192593,52.6147025275766,0801011,Kostrzyn nad Odrą,lubuskie
15.0940762396583,52.6837893836423,0801022,Bogdaniec,lubuskie
15.2923681401972,52.6547098753774,0801032,Deszczno,lubuskie
15.2685552804731,52.8293863444129,0801042,Kłodawa,lubuskie
14.9834123255226,52.7989200999744,0801052,Lubiszyn,lubuskie
15.4389117543125,52.746804971132,0801062,Santok,lubuskie
14.8765038007509,52.6795463368021,0801073,Witnica,lubuskie
14.7372264701673,51.9554041255319,0802011,Gubin,lubuskie
15.0565330370118,51.9290072853895,0802022,Bobrowice,lubuskie
15.1687373193287,52.1632591086878,0802032,Bytnica,lubuskie
15.1922601780292,51.9904994808396,0802042,Dąbie,lubuskie
14.7908122573155,51.9312609456951,0802052,Gubin,lubuskie
15.0674626313251,52.0561505433239,0802063,Krosno Odrzańskie,lubuskie
14.9320120357532,52.1282076331528,0802072,Maszewo,lubuskie
15.3970742512946,52.5218715260903,0803012,Bledzew,lubuskie
15.5718704455288,52.4297578715593,0803023,Międzyrzecz,lubuskie
15.6779199284126,52.5794772202455,0803032,Przytoczna,lubuskie
15.7772714841347,52.4860496256285,0803042,Pszczew,lubuskie
15.5720571971184,52.6520955747854,0803053,Skwierzyna,lubuskie
15.7730712366809,52.3540797036232,0803063,Trzciel,lubuskie
15.7134634628485,51.8005025956115,0804011,Nowa Sól,lubuskie
15.8080455167641,51.7160361694759,0804023,Bytom Odrzański,lubuskie
15.937251493971,51.9628242967312,0804032,Kolsko,lubuskie
15.5709083353649,51.7586293841298,0804043,Kożuchów,lubuskie
15.7985929687595,51.8332833750234,0804052,Nowa Sól,lubuskie
15.7092991506638,51.6869297621796,0804063,Nowe Miasteczko,lubuskie
15.6907568049567,51.8578285981925,0804072,Otyń,lubuskie
15.885101703285,51.7663681917305,0804082,Siedlisko,lubuskie
14.7904129388763,52.2000564786675,0805013,Cybinka,lubuskie
14.6998394759585,52.5013945390857,0805022,Górzyca,lubuskie
14.9051039294681,52.4544813124532,0805033,Ośno Lubuskie,lubuskie
14.7810952438332,52.3641966469482,0805043,Rzepin,lubuskie
14.6289789216121,52.3602598223718,0805053,Słubice,lubuskie
15.8312953299322,52.9963366021441,0806013,Dobiegniew,lubuskie
15.8094260382627,52.8032154803574,0806023,Drezdenko,lubuskie
15.6892305322479,52.8450921934989,0806032,Stare Kurowo,lubuskie
15.4995155550824,52.9137181957877,0806043,Strzelce Krajeńskie,lubuskie
15.5662191178407,52.7991734559834,0806052,Zwierzyn,lubuskie
15.066370424891,52.5820917719507,0807012,Krzeszyce,lubuskie
15.2281486854448,52.5230123395889,0807023,Lubniewice,lubuskie
14.831419731194,52.5688370734623,0807032,Słońsk,lubuskie
15.1766459143096,52.431381807395,0807043,Sulęcin,lubuskie
15.0377229748786,52.3064114857748,0807053,Torzym,lubuskie
15.4063402388819,52.2925082861649,0808012,Lubrza,lubuskie
15.2716851609487,52.2857334466471,0808022,Łagów,lubuskie
15.4236706059441,52.1612579014762,0808032,Skąpe,lubuskie
15.6825693682861,52.2392235713853,0808042,Szczaniec,lubuskie
15.5451871947397,52.2537769002397,0808053,Świebodzin,lubuskie
15.7971546538173,52.260237886228,0808063,Zbąszynek,lubuskie
15.8008847166225,52.1572469829915,0809013,Babimost,lubuskie
15.8276717223701,51.9654403710263,0809022,Bojadła,lubuskie
15.3649470636134,52.038102063076,0809033,Czerwieńsk,lubuskie
15.8590415176404,52.060204639272,0809043,Kargowa,lubuskie
15.2786796617578,51.8127387349368,0809053,Nowogród Bobrzański,lubuskie
15.5964618623491,52.0926044381963,0809063,Sulechów,lubuskie
15.3464372007423,51.906899078089,0809072,Świdnica,lubuskie
15.7129072093981,52.0238366095981,0809082,Trzebiechów,lubuskie
15.6984990719679,51.9431053337678,0809092,Zabór,lubuskie
15.537383110558,51.9219732022351,0809102,Zielona Góra,lubuskie
15.0815254382801,51.4537416379071,0810011,Gozdnica,lubuskie
15.3054883323045,51.6095974677674,0810021,Żagań,lubuskie
15.4129742200553,51.7175984052951,0810032,Brzeźnica,lubuskie
15.2033381407151,51.5087848345918,0810043,Iłowa,lubuskie
15.4909825315003,51.555819138263,0810053,Małomice,lubuskie
15.7364777775685,51.609939590344,0810062,Niegosławice,lubuskie
15.5915813519452,51.5833831274169,0810073,Szprotawa,lubuskie
15.0746899896019,51.5201868637422,0810082,Wymiarki,lubuskie
15.3500189913726,51.5948402452196,0810092,Żagań,lubuskie
14.7522886354344,51.5416251204439,0811011,Łęknica,lubuskie
15.1501765671539,51.6265114254419,0811021,Żary,lubuskie
14.7810315506422,51.7685576279012,0811032,Brody,lubuskie
15.0482522219695,51.7592855549222,0811043,Jasień,lubuskie
14.9795413318108,51.6354411515121,0811052,Lipinki Łużyckie,lubuskie
14.9756984595753,51.8198012346985,0811063,Lubsko,lubuskie
14.9650581228031,51.480480178748,0811072,Przewóz,lubuskie
14.8356243364597,51.6006662251417,0811082,Trzebiel,lubuskie
14.8808941971799,51.6957211310277,0811092,Tuplice,lubuskie
15.1334662586792,51.6515005282825,0811102,Żary,lubuskie
16.0445829522638,51.867371518664,0812013,Sława,lubuskie
16.2446630156495,51.7362440445336,0812023,Szlichtyngowa,lubuskie
16.2909900833683,51.8176790486053,0812033,Wschowa,lubuskie
15.2194835509802,52.7314341725999,0861011,Gorzów Wielkopolski,lubuskie
15.5108857687143,51.9405925430796,0862011,Zielona Góra,lubuskie
19.3664013557696,51.3604140339281,1001011,Bełchatów,łódzkie
19.3868431625116,51.346714016722,1001022,Bełchatów,łódzkie
19.3929533427045,51.4658734051258,1001032,Drużbice,łódzkie
19.3005906444428,51.2388202725318,1001042,Kleszczów,łódzkie
19.2365079472664,51.3418449085756,1001052,Kluki,łódzkie
18.9646487205798,51.3188917804884,1001062,Rusiec,łódzkie
19.1244876841266,51.3267571748317,1001072,Szczerców,łódzkie
19.2052597197312,51.4555741171512,1001083,Zelów,łódzkie
19.3760686269816,52.2257916133835,1002011,Kutno,łódzkie
19.5966645360913,52.1746571155376,1002022,Bedlno,łódzkie
19.0865948710246,52.3056672775675,1002032,Dąbrowice,łódzkie
19.1707906965223,52.2368651226877,1002043,Krośniewice,łódzkie
19.4428366859979,52.1643048595497,1002052,Krzyżanów,łódzkie
19.328910523248,52.2214694087084,1002062,Kutno,łódzkie
19.273863315717,52.3426572291675,1002072,Łanięta,łódzkie
19.2008157202227,52.3052993238518,1002082,Nowe Ostrowy,łódzkie
19.5231517748763,52.2651859064076,1002092,Oporów,łódzkie
19.4070627796446,52.3108520997673,1002102,Strzelce,łódzkie
19.6667796838488,52.2357253109684,1002113,Żychlin,łódzkie
19.174378572325,51.5219016190872,1003012,Buczek,łódzkie
19.1138733981411,51.6133479319247,1003023,Łask,łódzkie
19.0292506457599,51.5058394927344,1003032,Sędziejowice,łódzkie
18.9493652606754,51.4144569760267,1003042,Widawa,łódzkie
19.1296493560776,51.7163070196142,1003052,Wodzierady,łódzkie
19.1976915022141,52.055331012305,1004011,Łęczyca,łódzkie
19.1507044595467,52.1607139995074,1004022,Daszyna,łódzkie
19.3226120491754,52.0649511428505,1004032,Góra Świętej Małgorzaty,łódzkie
19.0052566613035,52.1440519685938,1004042,Grabów,łódzkie
19.1437468314123,52.0648292125103,1004052,Łęczyca,łódzkie
19.4663111541078,52.0620559316415,1004062,Piątek,łódzkie
18.9413415190792,52.0477682650524,1004072,Świnice Warckie,łódzkie
19.2826271378083,52.1397719038947,1004082,Witonia,łódzkie
19.9393412043629,52.1046012432896,1005011,Łowicz,łódzkie
19.6482536773327,52.0794096857345,1005022,Bielawy,łódzkie
19.9141506379897,52.1933644600775,1005032,Chąśno,łódzkie
19.8052839092787,52.0242397161788,1005042,Domaniewice,łódzkie
19.8687877746753,52.2624162027262,1005052,Kiernozia,łódzkie
20.0154592453734,52.2030584935254,1005062,Kocierzew Południowy,łódzkie
19.9051173038392,52.0970894706881,1005072,Łowicz,łódzkie
19.9242239280729,51.9887816872006,1005082,Łyszkowice,łódzkie
20.0602510761613,52.079194591074,1005092,Nieborów,łódzkie
19.7832045902231,52.1676341046252,1005102,Zduny,łódzkie
19.6462770394792,51.7210820027778,1006022,Andrespol,łódzkie
19.6454870071103,51.6671499014868,1006032,Brójce,łódzkie
19.8290293964506,51.7259006827546,1006073,Koluszki,łódzkie
19.6282825708287,51.8118096675602,1006082,Nowosolna,łódzkie
19.5020394137352,51.661503680343,1006103,Rzgów,łódzkie
19.5399010927145,51.5800873283215,1006113,Tuszyn,łódzkie
20.3008801865754,51.2966113415444,1007012,Białaczów,łódzkie
20.4258824190062,51.4575066510958,1007023,Drzewica,łódzkie
19.9920701563913,51.3887481967403,1007032,Mniszków,łódzkie
20.302060120005,51.3986227551164,1007043,Opoczno,łódzkie
20.1000977270173,51.3089902377845,1007052,Paradyż,łódzkie
20.3555298997584,51.5264756715414,1007062,Poświętne,łódzkie
20.1438766920788,51.4007471986184,1007072,Sławno,łódzkie
20.1420803793929,51.237307174768,1007082,Żarnów,łódzkie
19.3141470811099,51.7554270900904,1008011,Konstantynów Łódzki,łódzkie
19.3640368691249,51.6593680611032,1008021,Pabianice,łódzkie
19.3747121431806,51.5637890317527,1008032,Dłutów,łódzkie
19.2477222728994,51.6250489458898,1008042,Dobroń,łódzkie
19.4073192460041,51.6775313733877,1008052,Ksawerów,łódzkie
19.1621418374307,51.7744002717175,1008062,Lutomiersk,łódzkie
19.322872975255,51.6667320662171,1008072,Pabianice,łódzkie
18.8504066534585,51.1164404267909,1009013,Działoszyn,łódzkie
18.9650717869671,51.2451877072821,1009022,Kiełczygłów,łódzkie
19.1598015447573,51.0530893657329,1009032,Nowa Brzeźnica,łódzkie
19.0169874412807,51.1193909483008,1009043,Pajęczno,łódzkie
19.0683169040488,51.2236231103825,1009052,Rząśnia,łódzkie
18.8713958175816,51.2102233908901,1009062,Siemkowice,łódzkie
19.1747439714563,51.1361547730557,1009072,Strzelce Wielkie,łódzkie
19.1870691114439,51.1956423187884,1009082,Sulmierzyce,łódzkie
19.9700836125398,51.2697894036458,1010012,Aleksandrów,łódzkie
19.6659162053658,51.5924729808756,1010022,Czarnocin,łódzkie
19.6183903366143,51.2073139612084,1010032,Gorzkowice,łódzkie
19.5381789453787,51.4756848356197,1010042,Grabica,łódzkie
19.7691950351481,51.1996674006639,1010052,Łęki Szlacheckie,łódzkie
19.6836544894339,51.5048910257166,1010062,Moszczenica,łódzkie
19.8723287135609,51.1905377417931,1010072,Ręczno,łódzkie
19.6797719077695,51.2926845921235,1010082,Rozprza,łódzkie
19.8260656004277,51.3501818374912,1010093,Sulejów,łódzkie
19.556502381352,51.35982624415,1010102,Wola Krzysztoporska,łódzkie
19.8441097566116,51.4874368959458,1010113,Wolbórz,łódzkie
19.1012634836729,51.8875175115284,1011012,Dalików,łódzkie
18.7408537119051,51.8100985615028,1011022,Pęczniew,łódzkie
18.9070718338218,51.8890223502177,1011033,Poddębice,łódzkie
18.7907086388436,52.0049283196633,1011043,Uniejów,łódzkie
18.9985486154439,51.9758108198716,1011052,Wartkowice,łódzkie
18.8954572302865,51.7854889597568,1011062,Zadzim,łódzkie
19.4396852801577,51.0746564991253,1012011,Radomsko,łódzkie
19.4133264338155,51.1452791905074,1012022,Dobryszyce,łódzkie
19.4958463058529,50.9534799280243,1012032,Gidle,łódzkie
19.520252955538,51.1555164659723,1012042,Gomunice,łódzkie
19.4710231988279,51.2242455769702,1012053,Kamieńsk,łódzkie
19.61902091397,51.02326802911,1012062,Kobiele Wielkie,łódzkie
19.6146456658723,51.0998556388383,1012072,Kodrąb,łódzkie
19.3165809557791,51.1454641404762,1012082,Lgota Wielka,łódzkie
19.3070194279577,51.0749347183871,1012092,Ładzice,łódzkie
19.7670105288614,51.1082847057255,1012102,Masłowice,łódzkie
19.9608748481891,51.0784809449785,1012113,Przedbórz,łódzkie
19.4480555297574,51.0438880898149,1012122,Radomsko,łódzkie
19.7796891454401,51.011994711788,1012132,Wielgomłyny,łódzkie
19.6909146479943,50.9218924695692,1012142,Żytno,łódzkie
20.2524011144917,51.7612329158882,1013011,Rawa Mazowiecka,łódzkie
20.4750845953312,51.8176248697091,1013023,Biała Rawska,łódzkie
20.3481685899504,51.694952499999,1013032,Cielądz,łódzkie
20.2342265449493,51.783312606215,1013042,Rawa Mazowiecka,łódzkie
20.3997241909343,51.7464418854599,1013052,Regnów,łódzkie
20.5523196481202,51.7105269421899,1013062,Sadkowice,łódzkie
18.7411336691955,51.5976777609377,1014011,Sieradz,łódzkie
18.4481707794171,51.6376793091181,1014023,Błaszki,łódzkie
18.4561278309879,51.5037622818111,1014032,Brąszewice,łódzkie
18.6221039285603,51.4962737933827,1014042,Brzeźnio,łódzkie
18.7765380769924,51.44721609359,1014052,Burzenin,łódzkie
18.5063734242371,51.7910693033295,1014062,Goszczanów,łódzkie
18.4210475172112,51.4281411126083,1014072,Klonowa,łódzkie
18.7562236035356,51.5836404359261,1014082,Sieradz,łódzkie
18.6588742898016,51.7222999127757,1014093,Warta,łódzkie
18.5874911580226,51.5974055442943,1014102,Wróblew,łódzkie
18.6132451079192,51.4095619166102,1014113,Złoczew,łódzkie
20.1770860554737,52.080740472601,1015012,Bolimów,łódzkie
20.0864769904141,51.7979005297793,1015022,Głuchów,łódzkie
20.0468632916397,51.891700761253,1015032,Godzianów,łódzkie
20.4170359031344,51.8965368023587,1015042,Kowiesy,łódzkie
19.9422220602773,51.9039575550753,1015052,Lipce Reymontowskie,łódzkie
20.0182527592427,51.9545279480362,1015062,Maków,łódzkie
20.249483987139,51.8860658709877,1015072,Nowy Kawęczyn,łódzkie
20.1581409135459,51.9509263575812,1015082,Skierniewice,łódzkie
19.967147749982,51.8601839346632,1015092,Słupia,łódzkie
20.0202705902364,51.5236975746253,1016011,Tomaszów Mazowiecki,łódzkie
19.7743054250881,51.5835941420239,1016022,Będków,łódzkie
19.9747733471124,51.6817150711244,1016032,Budziszewice,łódzkie
20.1889880646118,51.6570238821337,1016042,Czerniewice,łódzkie
20.1985355863441,51.5336299000921,1016052,Inowłódz,łódzkie
20.0575682187518,51.6036006004489,1016062,Lubochnia,łódzkie
19.7993943055598,51.6568396058976,1016072,Rokiciny,łódzkie
20.3078754035206,51.6087891921234,1016082,Rzeczyca,łódzkie
20.0119224921803,51.4972454935342,1016092,Tomaszów Mazowiecki,łódzkie
19.9097725140751,51.6084872511004,1016102,Ujazd,łódzkie
20.0513779446975,51.7153337302552,1016112,Żelechlinek,łódzkie
18.4300015399526,51.2653683037849,1017012,Biała,łódzkie
18.5530720317931,51.2835858990049,1017022,Czarnożyły,łódzkie
18.8159874210769,51.3577052870447,1017032,Konopnica,łódzkie
18.4824075324413,51.1595549848389,1017042,Mokrsko,łódzkie
18.7767445819296,51.2753350259155,1017052,Osjaków,łódzkie
18.6326673918979,51.3333314148822,1017062,Ostrówek,łódzkie
18.6476978344904,51.1099495558447,1017072,Pątnów,łódzkie
18.396848670783,51.1704250592435,1017082,Skomlin,łódzkie
18.5923506570245,51.2245747108337,1017093,Wieluń,łódzkie
18.7201534986073,51.1725533273132,1017102,Wierzchlas,łódzkie
18.2140729014654,51.2147732475887,1018012,Bolesławiec,łódzkie
18.3161918008334,51.2524920645455,1018022,Czastary,łódzkie
18.267170020401,51.3775243829561,1018032,Galewice,łódzkie
18.4694958565007,51.3615717589224,1018042,Lututów,łódzkie
18.2941075561947,51.1762989481593,1018052,Łubnice,łódzkie
18.3450979000087,51.3159563241183,1018062,Sokolniki,łódzkie
18.1631438063352,51.3150250819268,1018073,Wieruszów,łódzkie
18.9557617775354,51.5922087763631,1019011,Zduńska Wola,łódzkie
18.9675681320537,51.709564030807,1019023,Szadek,łódzkie
18.9138244197164,51.5339123192379,1019032,Zapolice,łódzkie
18.9197430083782,51.6282646705716,1019042,Zduńska Wola,łódzkie
19.7202292504385,51.9629831342874,1020011,Głowno,łódzkie
19.2911162716982,51.9577450945677,1020021,Ozorków,łódzkie
19.3966544237942,51.8580262307866,1020031,Zgierz,łódzkie
19.2507614244152,51.8299519568445,1020043,Aleksandrów Łódzki,łódzkie
19.6636229787994,51.991960409901,1020052,Głowno,łódzkie
19.3034875997458,51.9908232510954,1020062,Ozorków,łódzkie
19.2083902977943,51.9403788982556,1020072,Parzęczew,łódzkie
19.6052067514779,51.9089659522981,1020083,Stryków,łódzkie
19.42179219795,51.9260583767339,1020092,Zgierz,łódzkie
19.7469055672788,51.8028767444775,1021011,Brzeziny,łódzkie
19.7338983851813,51.8125827209145,1021022,Brzeziny,łódzkie
19.7870493584693,51.9014821802039,1021032,Dmosin,łódzkie
19.9539833954345,51.7895176676794,1021042,Jeżów,łódzkie
19.8707724766894,51.8287782333265,1021052,Rogów,łódzkie
19.4802596396678,51.7664909429432,1061011,Łódź,łódzkie
19.705714263434,51.4148782658584,1062011,Piotrków Trybunalski,łódzkie
20.1556821537757,51.959514218336,1063011,Skierniewice,łódzkie
20.4314294888162,49.9694977432274,1201011,Bochnia,małopolskie
20.4087512743186,49.9800819896704,1201022,Bochnia,małopolskie
20.427627784951,50.0835415683289,1201032,Drwinia,małopolskie
20.5112074587644,49.848134056439,1201042,Lipnica Murowana,małopolskie
20.3048492509266,49.8637752410154,1201052,Łapanów,małopolskie
20.4691414304798,49.9010680005449,1201063,Nowy Wiśnicz,małopolskie
20.5394495080019,50.021220149,1201072,Rzezawa,małopolskie
20.3731388513595,49.8343879325554,1201082,Trzciana,małopolskie
20.4300127716958,49.8101488358722,1201092,Żegocina,małopolskie
20.7100883650251,50.0605547301881,1202012,Borzęcin,małopolskie
20.6125388947648,49.9761235221154,1202023,Brzesko,małopolskie
20.6634384373075,49.8426519176043,1202033,Czchów,małopolskie
20.7159387831562,49.9455734549565,1202042,Dębno,małopolskie
20.6170812014827,49.8928871377212,1202052,Gnojnik,małopolskie
20.5761818769004,49.8057193373303,1202062,Iwkowa,małopolskie
20.626379017856,50.1246029401612,1202072,Szczurowa,małopolskie
19.5412587256457,50.0629857057871,1203013,Alwernia,małopolskie
19.4236370976837,50.0604162185941,1203022,Babice,małopolskie
19.3962388688324,50.1361055604487,1203033,Chrzanów,małopolskie
19.3226820748489,50.0906380255001,1203043,Libiąż,małopolskie
19.4832372355536,50.1721558126215,1203053,Trzebinia,małopolskie
20.8833580791243,50.2707560542297,1204012,Bolesław,małopolskie
